1334,Ashwin,3.85
1335,Shubham,3.9
1336,Rohit,3
1337,Aditya,4
1338,Ashwin,3.85
1339,Shubham,3.9
1340,Rohit,3
1341,Aditya,4
1342,Ashwin,3.85
1343,Shubham,3.9
1344,Rohit,3
1345,Aditya,4
1346,Ashwin,3.85
1347,Shubham,3.9
1348,Rohit,3
1349,Aditya,4
1350,Ashwin,3.85
1351,Shubham,3.9
1352,Rohit,3
1353,Aditya,4
1354,Ashwin,3.85
1355,Shubham,3.9
1356,Rohit,3
1357,Aditya,4
1358,Ashwin,3.85
1359,Shubham,3.9
1360,Rohit,3
1361,Aditya,4
1362,Ashwin,3.85
1363,Shubham,3.9
1364,Rohit,3
1365,Aditya,4
1366,Ashwin,3.85
1367,Shubham,3.9
1368,Rohit,3
1369,Aditya,4
1370,Ashwin,3.85
1371,Shubham,3.9
1372,Rohit,3
1373,Aditya,4
1374,Ashwin,3.85
1375,Shubham,3.9
1376,Rohit,3
1377,Aditya,4
1378,Ashwin,3.85
1379,Shubham,3.9
1380,Rohit,3
1381,Aditya,4
1382,Ashwin,3.85
1383,Shubham,3.9
1384,Rohit,3
1385,Aditya,4
1386,Ashwin,3.85
1387,Shubham,3.9
1388,Rohit,3
1389,Aditya,4
1390,Ashwin,3.85
1391,Shubham,3.9
1392,Rohit,3
1393,Aditya,4
1394,Ashwin,3.85
1395,Shubham,3.9
1396,Rohit,3
1397,Aditya,4
1398,Ashwin,3.85
1399,Shubham,3.9
1400,Rohit,3
1401,Aditya,4
1402,Ashwin,3.85
1403,Shubham,3.9
1404,Rohit,3
1405,Aditya,4
1406,Ashwin,3.85
1407,Shubham,3.9
1408,Rohit,3
1409,Aditya,4
1410,Ashwin,3.85
1411,Shubham,3.9
1412,Rohit,3
1413,Aditya,4
1414,Ashwin,3.85
1415,Shubham,3.9
1416,Rohit,3
1417,Aditya,4
1418,Ashwin,3.85
1419,Shubham,3.9
1420,Rohit,3
1421,Aditya,4
1422,Ashwin,3.85
1423,Shubham,3.9
1424,Rohit,3
1425,Aditya,4
1426,Ashwin,3.85
1427,Shubham,3.9
1428,Rohit,3
1429,Aditya,4
1430,Ashwin,3.85
1431,Shubham,3.9
1432,Rohit,3
1433,Aditya,4
1434,Ashwin,3.85
1435,Shubham,3.9
1436,Rohit,3
1437,Aditya,4
1438,Ashwin,3.85
1439,Shubham,3.9
1440,Rohit,3
1441,Aditya,4
1442,Ashwin,3.85
1443,Shubham,3.9
1444,Rohit,3
1445,Aditya,4
1446,Ashwin,3.85
1447,Shubham,3.9
1448,Rohit,3
1449,Aditya,4
1450,Ashwin,3.85
1451,Shubham,3.9
1452,Rohit,3
1453,Aditya,4
1454,Ashwin,3.85
1455,Shubham,3.9
1456,Rohit,3
1457,Aditya,4
1458,Ashwin,3.85
1459,Shubham,3.9
1460,Rohit,3
1461,Aditya,4
1462,Ashwin,3.85
1463,Shubham,3.9
1464,Rohit,3
1465,Aditya,4
1466,Ashwin,3.85
1467,Shubham,3.9
1468,Rohit,3
1469,Aditya,4
1470,Ashwin,3.85
1471,Shubham,3.9
1472,Rohit,3
1473,Aditya,4
1474,Ashwin,3.85
1475,Shubham,3.9
1476,Rohit,3
1477,Aditya,4
1478,Ashwin,3.85
1479,Shubham,3.9
1480,Rohit,3
1481,Aditya,4
1482,Ashwin,3.85
1483,Shubham,3.9
1484,Rohit,3
1485,Aditya,4
1486,Ashwin,3.85
1487,Shubham,3.9
1488,Rohit,3
1489,Aditya,4
1490,Ashwin,3.85
1491,Shubham,3.9
1492,Rohit,3
1493,Aditya,4
1494,Ashwin,3.85
1495,Shubham,3.9
1496,Rohit,3
1497,Aditya,4
1498,Ashwin,3.85
1499,Shubham,3.9
1500,Rohit,3
1501,Aditya,4
1502,Ashwin,3.85
1503,Shubham,3.9
1504,Rohit,3
1505,Aditya,4
1506,Ashwin,3.85
1507,Shubham,3.9
1508,Rohit,3
1509,Aditya,4
1510,Ashwin,3.85
1511,Shubham,3.9
1512,Rohit,3
1513,Aditya,4
1514,Ashwin,3.85
1515,Shubham,3.9
1516,Rohit,3
1517,Aditya,4
1518,Ashwin,3.85
1519,Shubham,3.9
1520,Rohit,3
1521,Aditya,4
1522,Ashwin,3.85
1523,Shubham,3.9
1524,Rohit,3
1525,Aditya,4
1526,Ashwin,3.85
1527,Shubham,3.9
1528,Rohit,3
1529,Aditya,4
1530,Ashwin,3.85
1531,Shubham,3.9
1532,Rohit,3
1533,Aditya,4
1534,Ashwin,3.85
1535,Shubham,3.9
1536,Rohit,3
1537,Aditya,4
1538,Ashwin,3.85
1539,Shubham,3.9
1540,Rohit,3
1541,Aditya,4
1542,Ashwin,3.85
1543,Shubham,3.9
1544,Rohit,3
1545,Aditya,4
1546,Ashwin,3.85
1547,Shubham,3.9
1548,Rohit,3
1549,Aditya,4
1550,Ashwin,3.85
1551,Shubham,3.9
1552,Rohit,3
1553,Aditya,4
1554,Ashwin,3.85
1555,Shubham,3.9
1556,Rohit,3
1557,Aditya,4
1558,Ashwin,3.85
1559,Shubham,3.9
1560,Rohit,3
1561,Aditya,4
1562,Ashwin,3.85
1563,Shubham,3.9
1564,Rohit,3
1565,Aditya,4
1566,Ashwin,3.85
1567,Shubham,3.9
1568,Rohit,3
1569,Aditya,4
1570,Ashwin,3.85
1571,Shubham,3.9
1572,Rohit,3
1573,Aditya,4
1574,Ashwin,3.85
1575,Shubham,3.9
1576,Rohit,3
1577,Aditya,4
1578,Ashwin,3.85
1579,Shubham,3.9
1580,Rohit,3
1581,Aditya,4
1582,Ashwin,3.85
1583,Shubham,3.9
1584,Rohit,3
1585,Aditya,4
1586,Ashwin,3.85
1587,Shubham,3.9
1588,Rohit,3
1589,Aditya,4
1590,Ashwin,3.85
1591,Shubham,3.9
1592,Rohit,3
1593,Aditya,4
1594,Ashwin,3.85
1595,Shubham,3.9
1596,Rohit,3
1597,Aditya,4
1598,Ashwin,3.85
1599,Shubham,3.9
1600,Rohit,3
1601,Aditya,4
1602,Ashwin,3.85
1603,Shubham,3.9
1604,Rohit,3
1605,Aditya,4
1606,Ashwin,3.85
1607,Shubham,3.9
1608,Rohit,3
1609,Aditya,4
1610,Ashwin,3.85
1611,Shubham,3.9
1612,Rohit,3
1613,Aditya,4
1614,Ashwin,3.85
1615,Shubham,3.9
1616,Rohit,3
1617,Aditya,4
1618,Ashwin,3.85
1619,Shubham,3.9
1620,Rohit,3
1621,Aditya,4
1622,Ashwin,3.85
1623,Shubham,3.9
1624,Rohit,3
1625,Aditya,4
1626,Ashwin,3.85
1627,Shubham,3.9
1628,Rohit,3
1629,Aditya,4
1630,Ashwin,3.85
1631,Shubham,3.9
1632,Rohit,3
1633,Aditya,4
1634,Ashwin,3.85
1635,Shubham,3.9
1636,Rohit,3
1637,Aditya,4
1638,Ashwin,3.85
1639,Shubham,3.9
1640,Rohit,3
1641,Aditya,4
1642,Ashwin,3.85
1643,Shubham,3.9
1644,Rohit,3
1645,Aditya,4
1646,Ashwin,3.85
1647,Shubham,3.9
1648,Rohit,3
1649,Aditya,4
1650,Ashwin,3.85
1651,Shubham,3.9
1652,Rohit,3
1653,Aditya,4
1654,Ashwin,3.85
1655,Shubham,3.9
1656,Rohit,3
1657,Aditya,4
1658,Ashwin,3.85
1659,Shubham,3.9
1660,Rohit,3
1661,Aditya,4
1662,Ashwin,3.85
1663,Shubham,3.9
1664,Rohit,3
1665,Aditya,4
1666,Ashwin,3.85
1667,Shubham,3.9
1668,Rohit,3
1669,Aditya,4
1670,Ashwin,3.85
1671,Shubham,3.9
1672,Rohit,3
1673,Aditya,4
1674,Ashwin,3.85
1675,Shubham,3.9
1676,Rohit,3
1677,Aditya,4
1678,Ashwin,3.85
1679,Shubham,3.9
1680,Rohit,3
1681,Aditya,4
1682,Ashwin,3.85
1683,Shubham,3.9
1684,Rohit,3
1685,Aditya,4
1686,Ashwin,3.85
1687,Shubham,3.9
1688,Rohit,3
1689,Aditya,4
1690,Ashwin,3.85
1691,Shubham,3.9
1692,Rohit,3
1693,Aditya,4
1694,Ashwin,3.85
1695,Shubham,3.9
1696,Rohit,3
1697,Aditya,4
1698,Ashwin,3.85
1699,Shubham,3.9
1700,Rohit,3
1701,Aditya,4
1702,Ashwin,3.85
1703,Shubham,3.9
1704,Rohit,3
1705,Aditya,4
1706,Ashwin,3.85
1707,Shubham,3.9
1708,Rohit,3
1709,Aditya,4
1710,Ashwin,3.85
1711,Shubham,3.9
1712,Rohit,3
1713,Aditya,4
1714,Ashwin,3.85
1715,Shubham,3.9
1716,Rohit,3
1717,Aditya,4
1718,Ashwin,3.85
1719,Shubham,3.9
1720,Rohit,3
1721,Aditya,4
1722,Ashwin,3.85
1723,Shubham,3.9
1724,Rohit,3
1725,Aditya,4
1726,Ashwin,3.85
1727,Shubham,3.9
1728,Rohit,3
1729,Aditya,4
1730,Ashwin,3.85
1731,Shubham,3.9
1732,Rohit,3
1733,Aditya,4
1734,Ashwin,3.85
1735,Shubham,3.9
1736,Rohit,3
1737,Aditya,4
1738,Ashwin,3.85
1739,Shubham,3.9
1740,Rohit,3
1741,Aditya,4
1742,Ashwin,3.85
1743,Shubham,3.9
1744,Rohit,3
1745,Aditya,4
1746,Ashwin,3.85
1747,Shubham,3.9
1748,Rohit,3
1749,Aditya,4
1750,Ashwin,3.85
1751,Shubham,3.9
1752,Rohit,3
1753,Aditya,4
1754,Ashwin,3.85
1755,Shubham,3.9
1756,Rohit,3
1757,Aditya,4
1758,Ashwin,3.85
1759,Shubham,3.9
1760,Rohit,3
1761,Aditya,4
1762,Ashwin,3.85
1763,Shubham,3.9
1764,Rohit,3
1765,Aditya,4
1766,Ashwin,3.85
1767,Shubham,3.9
1768,Rohit,3
1769,Aditya,4
1770,Ashwin,3.85
1771,Shubham,3.9
1772,Rohit,3
1773,Aditya,4
1774,Ashwin,3.85
1775,Shubham,3.9
1776,Rohit,3
1777,Aditya,4
1778,Ashwin,3.85
1779,Shubham,3.9
1780,Rohit,3
1781,Aditya,4
1782,Ashwin,3.85
1783,Shubham,3.9
1784,Rohit,3
1785,Aditya,4
1786,Ashwin,3.85
1787,Shubham,3.9
1788,Rohit,3
1789,Aditya,4
1790,Ashwin,3.85
1791,Shubham,3.9
1792,Rohit,3
1793,Aditya,4
1794,Ashwin,3.85
1795,Shubham,3.9
1796,Rohit,3
1797,Aditya,4
1798,Ashwin,3.85
1799,Shubham,3.9
1800,Rohit,3
1801,Aditya,4
1802,Ashwin,3.85
1803,Shubham,3.9
1804,Rohit,3
1805,Aditya,4
1806,Ashwin,3.85
1807,Shubham,3.9
1808,Rohit,3
1809,Aditya,4
1810,Ashwin,3.85
1811,Shubham,3.9
1812,Rohit,3
1813,Aditya,4
1814,Ashwin,3.85
1815,Shubham,3.9
1816,Rohit,3
1817,Aditya,4
1818,Ashwin,3.85
1819,Shubham,3.9
1820,Rohit,3
1821,Aditya,4
1822,Ashwin,3.85
1823,Shubham,3.9
1824,Rohit,3
1825,Aditya,4
1826,Ashwin,3.85
1827,Shubham,3.9
1828,Rohit,3
1829,Aditya,4
1830,Ashwin,3.85
1831,Shubham,3.9
1832,Rohit,3
1833,Aditya,4
1834,Ashwin,3.85
1835,Shubham,3.9
1836,Rohit,3
1837,Aditya,4
1838,Ashwin,3.85
1839,Shubham,3.9
1840,Rohit,3
1841,Aditya,4
1842,Ashwin,3.85
1843,Shubham,3.9
1844,Rohit,3
1845,Aditya,4
1846,Ashwin,3.85
1847,Shubham,3.9
1848,Rohit,3
1849,Aditya,4
1850,Ashwin,3.85
1851,Shubham,3.9
1852,Rohit,3
1853,Aditya,4
1854,Ashwin,3.85
1855,Shubham,3.9
1856,Rohit,3
1857,Aditya,4
1858,Ashwin,3.85
1859,Shubham,3.9
1860,Rohit,3
1861,Aditya,4
1862,Ashwin,3.85
1863,Shubham,3.9
1864,Rohit,3
1865,Aditya,4
1866,Ashwin,3.85
1867,Shubham,3.9
1868,Rohit,3
1869,Aditya,4
1870,Ashwin,3.85
1871,Shubham,3.9
1872,Rohit,3
1873,Aditya,4
1874,Ashwin,3.85
1875,Shubham,3.9
1876,Rohit,3
1877,Aditya,4
1878,Ashwin,3.85
1879,Shubham,3.9
1880,Rohit,3
1881,Aditya,4
1882,Ashwin,3.85
1883,Shubham,3.9
1884,Rohit,3
1885,Aditya,4
1886,Ashwin,3.85
1887,Shubham,3.9
1888,Rohit,3
1889,Aditya,4
1890,Ashwin,3.85
1891,Shubham,3.9
1892,Rohit,3
1893,Aditya,4
1894,Ashwin,3.85
1895,Shubham,3.9
1896,Rohit,3
1897,Aditya,4
1898,Ashwin,3.85
1899,Shubham,3.9
1900,Rohit,3
1901,Aditya,4
1902,Ashwin,3.85
1903,Shubham,3.9
1904,Rohit,3
1905,Aditya,4
1906,Ashwin,3.85
1907,Shubham,3.9
1908,Rohit,3
1909,Aditya,4
1910,Ashwin,3.85
1911,Shubham,3.9
1912,Rohit,3
1913,Aditya,4
1914,Ashwin,3.85
1915,Shubham,3.9
1916,Rohit,3
1917,Aditya,4
1918,Ashwin,3.85
1919,Shubham,3.9
1920,Rohit,3
1921,Aditya,4
1922,Ashwin,3.85
1923,Shubham,3.9
1924,Rohit,3
1925,Aditya,4
1926,Ashwin,3.85
1927,Shubham,3.9
1928,Rohit,3
1929,Aditya,4
1930,Ashwin,3.85
1931,Shubham,3.9
1932,Rohit,3
1933,Aditya,4
1934,Ashwin,3.85
1935,Shubham,3.9
1936,Rohit,3
1937,Aditya,4
1938,Ashwin,3.85
1939,Shubham,3.9
1940,Rohit,3
1941,Aditya,4
1942,Ashwin,3.85
1943,Shubham,3.9
1944,Rohit,3
1945,Aditya,4
1946,Ashwin,3.85
1947,Shubham,3.9
1948,Rohit,3
1949,Aditya,4
1950,Ashwin,3.85
1951,Shubham,3.9
1952,Rohit,3
1953,Aditya,4
1954,Ashwin,3.85
1955,Shubham,3.9
1956,Rohit,3
1957,Aditya,4
1958,Ashwin,3.85
1959,Shubham,3.9
1960,Rohit,3
1961,Aditya,4
1962,Ashwin,3.85
1963,Shubham,3.9
1964,Rohit,3
1965,Aditya,4
1966,Ashwin,3.85
1967,Shubham,3.9
1968,Rohit,3
1969,Aditya,4
1970,Ashwin,3.85
1971,Shubham,3.9
1972,Rohit,3
1973,Aditya,4
1974,Ashwin,3.85
1975,Shubham,3.9
1976,Rohit,3
1977,Aditya,4
1978,Ashwin,3.85
1979,Shubham,3.9
1980,Rohit,3
1981,Aditya,4
1982,Ashwin,3.85
1983,Shubham,3.9
1984,Rohit,3
1985,Aditya,4
1986,Ashwin,3.85
1987,Shubham,3.9
1988,Rohit,3
1989,Aditya,4
1990,Ashwin,3.85
1991,Shubham,3.9
1992,Rohit,3
1993,Aditya,4
1994,Ashwin,3.85
1995,Shubham,3.9
1996,Rohit,3
1997,Aditya,4
1998,Ashwin,3.85
1999,Shubham,3.9
2000,Rohit,3
2001,Aditya,4
2002,Ashwin,3.85
2003,Shubham,3.9
2004,Rohit,3
2005,Aditya,4
2006,Ashwin,3.85
2007,Shubham,3.9
2008,Rohit,3
2009,Aditya,4
2010,Ashwin,3.85
2011,Shubham,3.9
2012,Rohit,3
2013,Aditya,4
2014,Ashwin,3.85
2015,Shubham,3.9
2016,Rohit,3
2017,Aditya,4
2018,Ashwin,3.85
2019,Shubham,3.9
2020,Rohit,3
2021,Aditya,4
2022,Ashwin,3.85
2023,Shubham,3.9
2024,Rohit,3
2025,Aditya,4
2026,Ashwin,3.85
2027,Shubham,3.9
2028,Rohit,3
2029,Aditya,4
2030,Ashwin,3.85
2031,Shubham,3.9
2032,Rohit,3
2033,Aditya,4
2034,Ashwin,3.85
2035,Shubham,3.9
2036,Rohit,3
2037,Aditya,4
2038,Ashwin,3.85
2039,Shubham,3.9
2040,Rohit,3
2041,Aditya,4
2042,Ashwin,3.85
2043,Shubham,3.9
2044,Rohit,3
2045,Aditya,4
2046,Ashwin,3.85
2047,Shubham,3.9
2048,Rohit,3
2049,Aditya,4
2050,Ashwin,3.85
2051,Shubham,3.9
2052,Rohit,3
2053,Aditya,4
2054,Ashwin,3.85
2055,Shubham,3.9
2056,Rohit,3
2057,Aditya,4
2058,Ashwin,3.85
2059,Shubham,3.9
2060,Rohit,3
2061,Aditya,4
2062,Ashwin,3.85
2063,Shubham,3.9
2064,Rohit,3
2065,Aditya,4
2066,Ashwin,3.85
2067,Shubham,3.9
2068,Rohit,3
2069,Aditya,4
2070,Ashwin,3.85
2071,Shubham,3.9
2072,Rohit,3
2073,Aditya,4
2074,Ashwin,3.85
2075,Shubham,3.9
2076,Rohit,3
2077,Aditya,4
2078,Ashwin,3.85
2079,Shubham,3.9
2080,Rohit,3
2081,Aditya,4
2082,Ashwin,3.85
2083,Shubham,3.9
2084,Rohit,3
2085,Aditya,4
2086,Ashwin,3.85
2087,Shubham,3.9
2088,Rohit,3
2089,Aditya,4
2090,Ashwin,3.85
2091,Shubham,3.9
2092,Rohit,3
2093,Aditya,4
2094,Ashwin,3.85
2095,Shubham,3.9
2096,Rohit,3
2097,Aditya,4
2098,Ashwin,3.85
2099,Shubham,3.9
2100,Rohit,3
2101,Aditya,4
2102,Ashwin,3.85
2103,Shubham,3.9
2104,Rohit,3
2105,Aditya,4
2106,Ashwin,3.85
2107,Shubham,3.9
2108,Rohit,3
2109,Aditya,4
2110,Ashwin,3.85
2111,Shubham,3.9
2112,Rohit,3
2113,Aditya,4
2114,Ashwin,3.85
2115,Shubham,3.9
2116,Rohit,3
2117,Aditya,4
2118,Ashwin,3.85
2119,Shubham,3.9
2120,Rohit,3
2121,Aditya,4
2122,Ashwin,3.85
2123,Shubham,3.9
2124,Rohit,3
2125,Aditya,4
2126,Ashwin,3.85
2127,Shubham,3.9
2128,Rohit,3
2129,Aditya,4
2130,Ashwin,3.85
2131,Shubham,3.9
2132,Rohit,3
2133,Aditya,4
2134,Ashwin,3.85
2135,Shubham,3.9
2136,Rohit,3
2137,Aditya,4
2138,Ashwin,3.85
2139,Shubham,3.9
2140,Rohit,3
2141,Aditya,4
2142,Ashwin,3.85
2143,Shubham,3.9
2144,Rohit,3
2145,Aditya,4
2146,Ashwin,3.85
2147,Shubham,3.9
2148,Rohit,3
2149,Aditya,4
2150,Ashwin,3.85
2151,Shubham,3.9
2152,Rohit,3
2153,Aditya,4
2154,Ashwin,3.85
2155,Shubham,3.9
2156,Rohit,3
2157,Aditya,4
2158,Ashwin,3.85
2159,Shubham,3.9
2160,Rohit,3
2161,Aditya,4
2162,Ashwin,3.85
2163,Shubham,3.9
2164,Rohit,3
2165,Aditya,4
2166,Ashwin,3.85
2167,Shubham,3.9
2168,Rohit,3
2169,Aditya,4
2170,Ashwin,3.85
2171,Shubham,3.9
2172,Rohit,3
2173,Aditya,4
2174,Ashwin,3.85
2175,Shubham,3.9
2176,Rohit,3
2177,Aditya,4
2178,Ashwin,3.85
2179,Shubham,3.9
2180,Rohit,3
2181,Aditya,4
2182,Ashwin,3.85
2183,Shubham,3.9
2184,Rohit,3
2185,Aditya,4
2186,Ashwin,3.85
2187,Shubham,3.9
2188,Rohit,3
2189,Aditya,4
2190,Ashwin,3.85
2191,Shubham,3.9
2192,Rohit,3
2193,Aditya,4
2194,Ashwin,3.85
2195,Shubham,3.9
2196,Rohit,3
2197,Aditya,4
2198,Ashwin,3.85
2199,Shubham,3.9
2200,Rohit,3
2201,Aditya,4
2202,Ashwin,3.85
2203,Shubham,3.9
2204,Rohit,3
2205,Aditya,4
2206,Ashwin,3.85
2207,Shubham,3.9
2208,Rohit,3
2209,Aditya,4
2210,Ashwin,3.85
2211,Shubham,3.9
2212,Rohit,3
2213,Aditya,4
2214,Ashwin,3.85
2215,Shubham,3.9
2216,Rohit,3
2217,Aditya,4
2218,Ashwin,3.85
2219,Shubham,3.9
2220,Rohit,3
2221,Aditya,4
2222,Ashwin,3.85
2223,Shubham,3.9
2224,Rohit,3
2225,Aditya,4
2226,Ashwin,3.85
2227,Shubham,3.9
2228,Rohit,3
2229,Aditya,4
2230,Ashwin,3.85
2231,Shubham,3.9
2232,Rohit,3
2233,Aditya,4
2234,Ashwin,3.85
2235,Shubham,3.9
2236,Rohit,3
2237,Aditya,4
2238,Ashwin,3.85
2239,Shubham,3.9
2240,Rohit,3
2241,Aditya,4
2242,Ashwin,3.85
2243,Shubham,3.9
2244,Rohit,3
2245,Aditya,4
2246,Ashwin,3.85
2247,Shubham,3.9
2248,Rohit,3
2249,Aditya,4
2250,Ashwin,3.85
2251,Shubham,3.9
2252,Rohit,3
2253,Aditya,4
2254,Ashwin,3.85
2255,Shubham,3.9
2256,Rohit,3
2257,Aditya,4
2258,Ashwin,3.85
2259,Shubham,3.9
2260,Rohit,3
2261,Aditya,4
2262,Ashwin,3.85
2263,Shubham,3.9
2264,Rohit,3
2265,Aditya,4
2266,Ashwin,3.85
2267,Shubham,3.9
2268,Rohit,3
2269,Aditya,4
2270,Ashwin,3.85
2271,Shubham,3.9
2272,Rohit,3
2273,Aditya,4
2274,Ashwin,3.85
2275,Shubham,3.9
2276,Rohit,3
2277,Aditya,4
2278,Ashwin,3.85
2279,Shubham,3.9
2280,Rohit,3
2281,Aditya,4
2282,Ashwin,3.85
2283,Shubham,3.9
2284,Rohit,3
2285,Aditya,4
2286,Ashwin,3.85
2287,Shubham,3.9
2288,Rohit,3
2289,Aditya,4
2290,Ashwin,3.85
2291,Shubham,3.9
2292,Rohit,3
2293,Aditya,4
2294,Ashwin,3.85
2295,Shubham,3.9
2296,Rohit,3
2297,Aditya,4
2298,Ashwin,3.85
2299,Shubham,3.9
2300,Rohit,3
2301,Aditya,4
2302,Ashwin,3.85
2303,Shubham,3.9
2304,Rohit,3
2305,Aditya,4
2306,Ashwin,3.85
2307,Shubham,3.9
2308,Rohit,3
2309,Aditya,4
2310,Ashwin,3.85
2311,Shubham,3.9
2312,Rohit,3
2313,Aditya,4
2314,Ashwin,3.85
2315,Shubham,3.9
2316,Rohit,3
2317,Aditya,4
2318,Ashwin,3.85
2319,Shubham,3.9
2320,Rohit,3
2321,Aditya,4
2322,Ashwin,3.85
2323,Shubham,3.9
2324,Rohit,3
2325,Aditya,4
2326,Ashwin,3.85
2327,Shubham,3.9
2328,Rohit,3
2329,Aditya,4
2330,Ashwin,3.85
2331,Shubham,3.9
2332,Rohit,3
2333,Aditya,4
2334,Ashwin,3.85
2335,Shubham,3.9
2336,Rohit,3
2337,Aditya,4
2338,Ashwin,3.85
2339,Shubham,3.9
2340,Rohit,3
2341,Aditya,4
2342,Ashwin,3.85
2343,Shubham,3.9
2344,Rohit,3
2345,Aditya,4
2346,Ashwin,3.85
2347,Shubham,3.9
2348,Rohit,3
2349,Aditya,4
2350,Ashwin,3.85
2351,Shubham,3.9
2352,Rohit,3
2353,Aditya,4
2354,Ashwin,3.85
2355,Shubham,3.9
2356,Rohit,3
2357,Aditya,4
2358,Ashwin,3.85
2359,Shubham,3.9
2360,Rohit,3
2361,Aditya,4
2362,Ashwin,3.85
2363,Shubham,3.9
2364,Rohit,3
2365,Aditya,4
2366,Ashwin,3.85
2367,Shubham,3.9
2368,Rohit,3
2369,Aditya,4
2370,Ashwin,3.85
2371,Shubham,3.9
2372,Rohit,3
2373,Aditya,4
2374,Ashwin,3.85
2375,Shubham,3.9
2376,Rohit,3
2377,Aditya,4
2378,Ashwin,3.85
2379,Shubham,3.9
2380,Rohit,3
2381,Aditya,4
2382,Ashwin,3.85
2383,Shubham,3.9
2384,Rohit,3
2385,Aditya,4
2386,Ashwin,3.85
2387,Shubham,3.9
2388,Rohit,3
2389,Aditya,4
2390,Ashwin,3.85
2391,Shubham,3.9
2392,Rohit,3
2393,Aditya,4
2394,Ashwin,3.85
2395,Shubham,3.9
2396,Rohit,3
2397,Aditya,4
2398,Ashwin,3.85
2399,Shubham,3.9
2400,Rohit,3
2401,Aditya,4
2402,Ashwin,3.85
2403,Shubham,3.9
2404,Rohit,3
2405,Aditya,4
2406,Ashwin,3.85
2407,Shubham,3.9
2408,Rohit,3
2409,Aditya,4
2410,Ashwin,3.85
2411,Shubham,3.9
2412,Rohit,3
2413,Aditya,4
2414,Ashwin,3.85
2415,Shubham,3.9
2416,Rohit,3
2417,Aditya,4
2418,Ashwin,3.85
2419,Shubham,3.9
2420,Rohit,3
2421,Aditya,4
2422,Ashwin,3.85
2423,Shubham,3.9
2424,Rohit,3
2425,Aditya,4
2426,Ashwin,3.85
2427,Shubham,3.9
2428,Rohit,3
2429,Aditya,4
2430,Ashwin,3.85
2431,Shubham,3.9
2432,Rohit,3
2433,Aditya,4
2434,Ashwin,3.85
2435,Shubham,3.9
2436,Rohit,3
2437,Aditya,4
2438,Ashwin,3.85
2439,Shubham,3.9
2440,Rohit,3
2441,Aditya,4
2442,Ashwin,3.85
2443,Shubham,3.9
2444,Rohit,3
2445,Aditya,4
2446,Ashwin,3.85
2447,Shubham,3.9
2448,Rohit,3
2449,Aditya,4
2450,Ashwin,3.85
2451,Shubham,3.9
2452,Rohit,3
2453,Aditya,4
2454,Ashwin,3.85
2455,Shubham,3.9
2456,Rohit,3
2457,Aditya,4
2458,Ashwin,3.85
2459,Shubham,3.9
2460,Rohit,3
2461,Aditya,4
2462,Ashwin,3.85
2463,Shubham,3.9
2464,Rohit,3
2465,Aditya,4
2466,Ashwin,3.85
2467,Shubham,3.9
2468,Rohit,3
2469,Aditya,4
2470,Ashwin,3.85
2471,Shubham,3.9
2472,Rohit,3
2473,Aditya,4
2474,Ashwin,3.85
2475,Shubham,3.9
2476,Rohit,3
2477,Aditya,4
2478,Ashwin,3.85
2479,Shubham,3.9
2480,Rohit,3
2481,Aditya,4
2482,Ashwin,3.85
2483,Shubham,3.9
2484,Rohit,3
2485,Aditya,4
2486,Ashwin,3.85
2487,Shubham,3.9
2488,Rohit,3
2489,Aditya,4
2490,Ashwin,3.85
2491,Shubham,3.9
2492,Rohit,3
2493,Aditya,4
2494,Ashwin,3.85
2495,Shubham,3.9
2496,Rohit,3
2497,Aditya,4
2498,Ashwin,3.85
2499,Shubham,3.9
2500,Rohit,3
2501,Aditya,4
2502,Ashwin,3.85
2503,Shubham,3.9
2504,Rohit,3
2505,Aditya,4
2506,Ashwin,3.85
2507,Shubham,3.9
2508,Rohit,3
2509,Aditya,4
2510,Ashwin,3.85
2511,Shubham,3.9
2512,Rohit,3
2513,Aditya,4
2514,Ashwin,3.85
2515,Shubham,3.9
2516,Rohit,3
2517,Aditya,4
2518,Ashwin,3.85
2519,Shubham,3.9
2520,Rohit,3
2521,Aditya,4
2522,Ashwin,3.85
2523,Shubham,3.9
2524,Rohit,3
2525,Aditya,4
2526,Ashwin,3.85
2527,Shubham,3.9
2528,Rohit,3
2529,Aditya,4
2530,Ashwin,3.85
2531,Shubham,3.9
2532,Rohit,3
2533,Aditya,4
2534,Ashwin,3.85
2535,Shubham,3.9
2536,Rohit,3
2537,Aditya,4
2538,Ashwin,3.85
2539,Shubham,3.9
2540,Rohit,3
2541,Aditya,4
2542,Ashwin,3.85
2543,Shubham,3.9
2544,Rohit,3
2545,Aditya,4
2546,Ashwin,3.85
2547,Shubham,3.9
2548,Rohit,3
2549,Aditya,4
2550,Ashwin,3.85
2551,Shubham,3.9
2552,Rohit,3
2553,Aditya,4
2554,Ashwin,3.85
2555,Shubham,3.9
2556,Rohit,3
2557,Aditya,4
2558,Ashwin,3.85
2559,Shubham,3.9
2560,Rohit,3
2561,Aditya,4
2562,Ashwin,3.85
2563,Shubham,3.9
2564,Rohit,3
2565,Aditya,4
2566,Ashwin,3.85
2567,Shubham,3.9
2568,Rohit,3
2569,Aditya,4
2570,Ashwin,3.85
2571,Shubham,3.9
2572,Rohit,3
2573,Aditya,4
2574,Ashwin,3.85
2575,Shubham,3.9
2576,Rohit,3
2577,Aditya,4
